#,"Date Time, GMT-08:00","Temp, °C (LGR S/N: 10658315, SEN S/N: 10658315)","Temp, °C (LGR S/N: 10658315, SEN S/N: 10658315)","Batt, V (LGR S/N: 10658315, SEN S/N: 10658315)",Coupler Detached (LGR S/N: 10658315),Coupler Attached (LGR S/N: 10658315),Host Connected (LGR S/N: 10658315),Stopped (LGR S/N: 10658315),End Of File (LGR S/N: 10658315)
154,1/19/2015 0:15,5.796,4.818,3.38,,,,,
155,1/19/2015 0:30,5.796,4.818,3.38,,,,,
156,1/19/2015 0:45,5.77,4.818,3.38,,,,,
157,1/19/2015 1:00,5.745,4.818,3.4,,,,,
158,1/19/2015 1:15,5.745,4.844,3.38,,,,,
159,1/19/2015 1:30,5.719,4.844,3.38,,,,,
160,1/19/2015 1:45,5.693,4.844,3.38,,,,,
161,1/19/2015 2:00,5.693,4.844,3.38,,,,,
162,1/19/2015 2:15,5.668,4.869,3.38,,,,,
163,1/19/2015 2:30,5.642,4.869,3.38,,,,,
164,1/19/2015 2:45,5.616,4.869,3.38,,,,,
165,1/19/2015 3:00,5.591,4.869,3.38,,,,,
166,1/19/2015 3:15,5.565,4.869,3.38,,,,,
167,1/19/2015 3:30,5.539,4.895,3.38,,,,,
168,1/19/2015 3:45,5.539,4.895,3.36,,,,,
169,1/19/2015 4:00,5.488,4.895,3.36,,,,,
170,1/19/2015 4:15,5.334,4.895,3.36,,,,,
171,1/19/2015 4:30,5.308,4.921,3.36,,,,,
172,1/19/2015 4:45,5.205,4.921,3.36,,,,,
173,1/19/2015 5:00,5.128,4.921,3.36,,,,,
174,1/19/2015 5:15,5.128,4.947,3.36,,,,,
175,1/19/2015 5:30,5.024,4.973,3.36,,,,,
176,1/19/2015 5:45,5.076,4.947,3.36,,,,,
177,1/19/2015 6:00,5.024,4.947,3.36,,,,,
178,1/19/2015 6:15,5.024,4.921,3.36,,,,,
179,1/19/2015 6:30,4.973,4.947,3.36,,,,,
180,1/19/2015 6:45,4.973,4.947,3.36,,,,,
181,1/19/2015 7:00,4.973,4.947,3.36,,,,,
182,1/19/2015 7:15,4.947,4.973,3.36,,,,,
183,1/19/2015 7:30,4.921,4.947,3.36,,,,,
184,1/19/2015 7:45,4.895,4.973,3.36,,,,,
185,1/19/2015 8:00,4.869,4.973,3.36,,,,,
186,1/19/2015 8:15,4.818,4.947,3.36,,,,,
187,1/19/2015 8:30,4.818,4.947,3.36,,,,,
188,1/19/2015 8:45,4.792,4.947,3.36,,,,,
189,1/19/2015 9:00,4.792,4.947,3.36,,,,,
190,1/19/2015 9:15,4.766,4.947,3.36,,,,,
191,1/19/2015 9:30,4.74,4.947,3.36,,,,,
192,1/19/2015 9:45,4.766,4.947,3.36,,,,,
193,1/19/2015 10:00,4.766,4.947,3.38,,,,,
194,1/19/2015 10:15,4.688,4.921,3.38,,,,,
195,1/19/2015 10:30,4.662,4.947,3.38,,,,,
196,1/19/2015 10:45,4.61,4.947,3.38,,,,,
197,1/19/2015 11:00,4.662,4.921,3.38,,,,,
198,1/19/2015 11:15,4.636,4.947,3.38,,,,,
199,1/19/2015 11:30,4.636,4.947,3.38,,,,,
200,1/19/2015 11:45,4.61,4.947,3.4,,,,,
201,1/19/2015 12:00,4.61,4.947,3.4,,,,,
202,1/19/2015 12:15,4.584,4.947,3.41,,,,,
203,1/19/2015 12:30,4.558,4.973,3.41,,,,,
204,1/19/2015 12:45,4.532,4.973,3.41,,,,,
205,1/19/2015 13:00,4.506,4.973,3.43,,,,,
206,1/19/2015 13:15,4.48,4.973,3.43,,,,,
207,1/19/2015 13:30,4.454,4.973,3.43,,,,,
208,1/19/2015 13:45,4.428,4.973,3.45,,,,,
209,1/19/2015 14:00,4.402,4.973,3.45,,,,,
210,1/19/2015 14:15,4.402,4.973,3.45,,,,,
211,1/19/2015 14:30,4.376,4.973,3.45,,,,,
212,1/19/2015 14:45,4.376,4.973,3.45,,,,,
213,1/19/2015 15:00,4.35,4.973,3.45,,,,,
214,1/19/2015 15:15,4.35,4.973,3.45,,,,,
215,1/19/2015 15:30,4.35,4.973,3.45,,,,,
216,1/19/2015 15:45,4.35,4.973,3.45,,,,,
217,1/19/2015 16:00,4.324,4.973,3.45,,,,,
218,1/19/2015 16:15,4.35,4.973,3.45,,,,,
219,1/19/2015 16:30,4.35,4.947,3.43,,,,,
220,1/19/2015 16:45,4.35,4.947,3.43,,,,,
221,1/19/2015 17:00,4.35,4.947,3.43,,,,,
222,1/19/2015 17:15,4.376,4.947,3.41,,,,,
223,1/19/2015 17:30,4.376,4.947,3.41,,,,,
224,1/19/2015 17:45,4.402,4.947,3.41,,,,,
225,1/19/2015 18:00,4.402,4.921,3.41,,,,,
226,1/19/2015 18:15,4.428,4.921,3.4,,,,,
227,1/19/2015 18:30,4.454,4.921,3.4,,,,,
228,1/19/2015 18:45,4.454,4.921,3.4,,,,,
229,1/19/2015 19:00,4.454,4.921,3.4,,,,,
230,1/19/2015 19:15,4.48,4.921,3.38,,,,,
231,1/19/2015 19:30,4.506,4.921,3.38,,,,,
232,1/19/2015 19:45,4.506,4.921,3.38,,,,,
233,1/19/2015 20:00,4.506,4.921,3.38,,,,,
234,1/19/2015 20:15,4.532,4.921,3.38,,,,,
235,1/19/2015 20:30,4.532,4.895,3.38,,,,,
236,1/19/2015 20:45,4.532,4.895,3.38,,,,,
237,1/19/2015 21:00,4.558,4.895,3.38,,,,,
238,1/19/2015 21:15,4.558,4.895,3.38,,,,,
239,1/19/2015 21:30,4.558,4.895,3.38,,,,,
240,1/19/2015 21:45,4.558,4.895,3.38,,,,,
241,1/19/2015 22:00,4.558,4.895,3.38,,,,,
242,1/19/2015 22:15,4.558,4.895,3.38,,,,,
243,1/19/2015 22:30,4.558,4.869,3.38,,,,,
244,1/19/2015 22:45,4.532,4.869,3.36,,,,,
245,1/19/2015 23:00,4.506,4.869,3.36,,,,,
246,1/19/2015 23:15,4.454,4.869,3.36,,,,,
247,1/19/2015 23:30,4.428,4.869,3.36,,,,,
248,1/19/2015 23:45,4.402,4.869,3.36,,,,,
249,1/20/2015 0:00,4.454,4.869,3.36,,,,,
250,1/20/2015 0:15,4.506,4.869,3.36,,,,,
251,1/20/2015 0:30,4.376,4.895,3.36,,,,,
252,1/20/2015 0:45,4.376,4.895,3.36,,,,,
253,1/20/2015 1:00,4.402,4.895,3.36,,,,,
254,1/20/2015 1:15,4.376,4.895,3.36,,,,,
255,1/20/2015 1:30,4.376,4.895,3.36,,,,,
256,1/20/2015 1:45,4.376,4.895,3.36,,,,,
257,1/20/2015 2:00,4.324,4.895,3.36,,,,,
258,1/20/2015 2:15,4.324,4.895,3.36,,,,,
259,1/20/2015 2:30,4.324,4.895,3.36,,,,,
260,1/20/2015 2:45,4.35,4.895,3.36,,,,,
261,1/20/2015 3:00,4.324,4.844,3.36,,,,,
262,1/20/2015 3:15,4.22,4.844,3.36,,,,,
263,1/20/2015 3:30,4.246,4.844,3.36,,,,,
264,1/20/2015 3:45,4.194,4.844,3.36,,,,,
265,1/20/2015 4:00,4.141,4.844,3.36,,,,,
266,1/20/2015 4:15,4.141,4.844,3.36,,,,,
267,1/20/2015 4:30,4.141,4.844,3.36,,,,,
268,1/20/2015 4:45,4.115,4.844,3.36,,,,,
269,1/20/2015 5:00,4.115,4.818,3.36,,,,,
270,1/20/2015 5:15,4.194,4.818,3.36,,,,,
271,1/20/2015 5:30,4.194,4.818,3.36,,,,,
272,1/20/2015 5:45,4.141,4.818,3.36,,,,,
273,1/20/2015 6:00,4.089,4.844,3.36,,,,,
274,1/20/2015 6:15,4.063,4.844,3.36,,,,,
275,1/20/2015 6:30,4.011,4.844,3.34,,,,,
276,1/20/2015 6:45,3.932,4.844,3.34,,,,,
277,1/20/2015 7:00,3.985,4.844,3.34,,,,,
278,1/20/2015 7:15,3.985,4.818,3.34,,,,,
279,1/20/2015 7:30,4.037,4.818,3.34,,,,,
280,1/20/2015 7:45,3.985,4.818,3.34,,,,,
281,1/20/2015 8:00,3.985,4.818,3.34,,,,,
282,1/20/2015 8:15,4.089,4.792,3.34,,,,,
283,1/20/2015 8:30,4.011,4.766,3.34,,,,,
284,1/20/2015 8:45,3.985,4.766,3.34,,,,,
285,1/20/2015 9:00,3.958,4.792,3.34,,,,,
286,1/20/2015 9:15,3.906,4.792,3.34,,,,,
287,1/20/2015 9:30,3.88,4.818,3.36,,,,,
288,1/20/2015 9:45,3.827,4.818,3.36,,,,,
289,1/20/2015 10:00,3.854,4.792,3.36,,,,,
290,1/20/2015 10:15,3.801,4.818,3.36,,,,,
291,1/20/2015 10:30,3.749,4.792,3.36,,,,,
292,1/20/2015 10:45,3.696,4.792,3.36,,,,,
293,1/20/2015 11:00,3.643,4.792,3.36,,,,,
294,1/20/2015 11:15,3.617,4.766,3.36,,,,,
295,1/20/2015 11:30,3.617,4.766,3.38,,,,,
296,1/20/2015 11:45,3.591,4.766,3.38,,,,,
297,1/20/2015 12:00,3.538,4.766,3.4,,,,,
298,1/20/2015 12:15,3.485,4.766,3.4,,,,,
299,1/20/2015 12:30,3.485,4.766,3.4,,,,,
300,1/20/2015 12:45,3.485,4.766,3.4,,,,,
301,1/20/2015 13:00,3.459,4.766,3.41,,,,,
302,1/20/2015 13:15,3.485,4.766,3.41,,,,,
303,1/20/2015 13:30,3.459,4.74,3.43,,,,,
304,1/20/2015 13:45,3.459,4.74,3.43,,,,,
305,1/20/2015 14:00,3.433,4.74,3.43,,,,,
306,1/20/2015 14:15,3.433,4.74,3.43,,,,,
307,1/20/2015 14:30,3.406,4.74,3.43,,,,,
308,1/20/2015 14:45,3.406,4.74,3.43,,,,,
309,1/20/2015 15:00,3.38,4.714,3.43,,,,,
310,1/20/2015 15:15,3.354,4.714,3.43,,,,,
311,1/20/2015 15:30,3.354,4.714,3.43,,,,,
312,1/20/2015 15:45,3.354,4.714,3.43,,,,,
313,1/20/2015 16:00,3.354,4.714,3.43,,,,,
314,1/20/2015 16:15,3.327,4.714,3.43,,,,,
315,1/20/2015 16:30,3.327,4.688,3.43,,,,,
316,1/20/2015 16:45,3.327,4.688,3.41,,,,,
317,1/20/2015 17:00,3.327,4.688,3.41,,,,,
318,1/20/2015 17:15,3.327,4.688,3.41,,,,,
319,1/20/2015 17:30,3.327,4.662,3.4,,,,,
320,1/20/2015 17:45,3.327,4.662,3.4,,,,,
321,1/20/2015 18:00,3.354,4.662,3.4,,,,,
322,1/20/2015 18:15,3.354,4.662,3.4,,,,,
323,1/20/2015 18:30,3.354,4.662,3.4,,,,,
324,1/20/2015 18:45,3.354,4.662,3.38,,,,,
325,1/20/2015 19:00,3.38,4.636,3.38,,,,,
326,1/20/2015 19:15,3.38,4.636,3.38,,,,,
327,1/20/2015 19:30,3.38,4.636,3.38,,,,,
328,1/20/2015 19:45,3.406,4.636,3.38,,,,,
329,1/20/2015 20:00,3.406,4.61,3.38,,,,,
330,1/20/2015 20:15,3.406,4.61,3.38,,,,,
331,1/20/2015 20:30,3.406,4.61,3.38,,,,,
332,1/20/2015 20:45,3.406,4.61,3.38,,,,,
333,1/20/2015 21:00,3.406,4.61,3.36,,,,,
334,1/20/2015 21:15,3.406,4.61,3.36,,,,,
335,1/20/2015 21:30,3.433,4.61,3.36,,,,,
336,1/20/2015 21:45,3.406,4.584,3.36,,,,,
337,1/20/2015 22:00,3.406,4.584,3.36,,,,,
338,1/20/2015 22:15,3.406,4.584,3.36,,,,,
339,1/20/2015 22:30,3.406,4.584,3.36,,,,,
340,1/20/2015 22:45,3.406,4.584,3.36,,,,,
341,1/20/2015 23:00,3.406,4.584,3.36,,,,,
342,1/20/2015 23:15,3.406,4.558,3.36,,,,,
343,1/20/2015 23:30,3.38,4.558,3.36,,,,,
344,1/20/2015 23:45,3.38,4.558,3.36,,,,,
345,1/21/2015 0:00,3.38,4.558,3.36,,,,,
346,1/21/2015 0:15,3.354,4.558,3.36,,,,,
347,1/21/2015 0:30,3.354,4.558,3.36,,,,,
348,1/21/2015 0:45,3.354,4.558,3.36,,,,,
349,1/21/2015 1:00,3.327,4.532,3.36,,,,,
350,1/21/2015 1:15,3.327,4.532,3.36,,,,,
351,1/21/2015 1:30,3.327,4.532,3.36,,,,,
352,1/21/2015 1:45,3.274,4.532,3.36,,,,,
353,1/21/2015 2:00,3.195,4.532,3.36,,,,,
354,1/21/2015 2:15,3.195,4.48,3.36,,,,,
355,1/21/2015 2:30,3.221,4.584,3.36,,,,,
356,1/21/2015 2:45,3.248,4.584,3.36,,,,,
357,1/21/2015 3:00,3.274,4.402,3.36,,,,,
358,1/21/2015 3:15,3.406,4.35,3.34,,,,,
359,1/21/2015 3:30,3.354,4.298,3.34,,,,,
360,1/21/2015 3:45,3.274,4.376,3.34,,,,,
361,1/21/2015 4:00,3.274,4.428,3.34,,,,,
362,1/21/2015 4:15,3.248,4.402,3.34,,,,,
363,1/21/2015 4:30,3.142,4.402,3.34,,,,,
364,1/21/2015 4:45,3.168,4.272,3.34,,,,,
365,1/21/2015 5:00,3.221,4.324,3.34,,,,,
366,1/21/2015 5:15,3.221,4.376,3.34,,,,,
367,1/21/2015 5:30,3.168,4.376,3.34,,,,,
368,1/21/2015 5:45,3.221,4.376,3.34,,,,,
369,1/21/2015 6:00,3.168,4.35,3.34,,,,,
370,1/21/2015 6:15,3.116,4.376,3.34,,,,,
371,1/21/2015 6:30,3.089,4.376,3.34,,,,,
372,1/21/2015 6:45,3.063,4.376,3.34,,,,,
373,1/21/2015 7:00,3.063,4.402,3.34,,,,,
374,1/21/2015 7:15,3.036,4.376,3.34,,,,,
375,1/21/2015 7:30,3.089,4.376,3.34,,,,,
376,1/21/2015 7:45,3.063,4.35,3.34,,,,,
377,1/21/2015 8:00,3.089,4.35,3.34,,,,,
378,1/21/2015 8:15,3.063,4.454,3.34,,,,,
379,1/21/2015 8:30,3.089,4.454,3.34,,,,,
380,1/21/2015 8:45,2.983,4.402,3.34,,,,,
381,1/21/2015 9:00,3.009,4.402,3.34,,,,,
382,1/21/2015 9:15,2.983,4.428,3.34,,,,,
383,1/21/2015 9:30,2.956,4.402,3.34,,,,,
384,1/21/2015 9:45,2.903,4.402,3.34,,,,,
385,1/21/2015 10:00,2.903,4.376,3.36,,,,,
386,1/21/2015 10:15,2.903,4.35,3.36,,,,,
387,1/21/2015 10:30,2.93,4.35,3.36,,,,,
388,1/21/2015 10:45,2.877,4.35,3.36,,,,,
389,1/21/2015 11:00,2.85,4.35,3.36,,,,,
390,1/21/2015 11:15,2.823,4.35,3.38,,,,,
391,1/21/2015 11:30,2.823,4.35,3.38,,,,,
392,1/21/2015 11:45,2.823,4.35,3.38,,,,,
393,1/21/2015 12:00,2.797,4.35,3.4,,,,,
394,1/21/2015 12:15,2.77,4.35,3.4,,,,,
395,1/21/2015 12:30,2.77,4.35,3.4,,,,,
396,1/21/2015 12:45,2.77,4.35,3.41,,,,,
397,1/21/2015 13:00,2.744,4.35,3.41,,,,,
398,1/21/2015 13:15,2.744,4.35,3.41,,,,,
399,1/21/2015 13:30,2.717,4.35,3.43,,,,,
400,1/21/2015 13:45,2.717,4.324,3.43,,,,,
401,1/21/2015 14:00,2.717,4.324,3.43,,,,,
402,1/21/2015 14:15,2.69,4.324,3.43,,,,,
403,1/21/2015 14:30,2.69,4.324,3.45,,,,,
404,1/21/2015 14:45,2.69,4.324,3.45,,,,,
405,1/21/2015 15:00,2.664,4.324,3.45,,,,,
406,1/21/2015 15:15,2.664,4.298,3.45,,,,,
407,1/21/2015 15:30,2.664,4.298,3.45,,,,,
408,1/21/2015 15:45,2.664,4.298,3.45,,,,,
409,1/21/2015 16:00,2.637,4.298,3.45,,,,,
410,1/21/2015 16:15,2.637,4.298,3.43,,,,,
411,1/21/2015 16:30,2.637,4.298,3.43,,,,,
412,1/21/2015 16:45,2.637,4.298,3.43,,,,,
413,1/21/2015 17:00,2.61,4.298,3.43,,,,,
414,1/21/2015 17:15,2.61,4.272,3.41,,,,,
415,1/21/2015 17:30,2.61,4.272,3.41,,,,,
416,1/21/2015 17:45,2.61,4.272,3.41,,,,,
417,1/21/2015 18:00,2.61,4.272,3.41,,,,,
418,1/21/2015 18:15,2.61,4.272,3.41,,,,,
419,1/21/2015 18:30,2.61,4.246,3.41,,,,,
420,1/21/2015 18:45,2.61,4.246,3.4,,,,,
421,1/21/2015 19:00,2.61,4.246,3.4,,,,,
422,1/21/2015 19:15,2.61,4.246,3.4,,,,,
423,1/21/2015 19:30,2.61,4.246,3.4,,,,,
424,1/21/2015 19:45,2.61,4.246,3.4,,,,,
425,1/21/2015 20:00,2.637,4.22,3.4,,,,,
426,1/21/2015 20:15,2.637,4.22,3.4,,,,,
427,1/21/2015 20:30,2.637,4.22,3.4,,,,,
428,1/21/2015 20:45,2.637,4.22,3.38,,,,,
429,1/21/2015 21:00,2.637,4.194,3.38,,,,,
430,1/21/2015 21:15,2.637,4.194,3.38,,,,,
431,1/21/2015 21:30,2.637,4.194,3.38,,,,,
432,1/21/2015 21:45,2.637,4.194,3.38,,,,,
433,1/21/2015 22:00,2.637,4.194,3.38,,,,,
434,1/21/2015 22:15,2.637,4.194,3.38,,,,,
435,1/21/2015 22:30,2.637,4.194,3.38,,,,,
436,1/21/2015 22:45,2.637,4.194,3.38,,,,,
437,1/21/2015 23:00,2.637,4.168,3.38,,,,,
438,1/21/2015 23:15,2.637,4.168,3.38,,,,,
439,1/21/2015 23:30,2.637,4.168,3.38,,,,,
440,1/21/2015 23:45,2.637,4.168,3.38,,,,,
441,1/22/2015 0:00,2.61,4.168,3.38,,,,,
442,1/22/2015 0:15,2.61,4.168,3.38,,,,,
443,1/22/2015 0:30,2.61,4.141,3.38,,,,,
444,1/22/2015 0:45,2.61,4.141,3.38,,,,,
445,1/22/2015 1:00,2.61,4.141,3.38,,,,,
446,1/22/2015 1:15,2.61,4.141,3.38,,,,,
447,1/22/2015 1:30,2.61,4.141,3.38,,,,,
448,1/22/2015 1:45,2.584,4.141,3.38,,,,,
449,1/22/2015 2:00,2.584,4.141,3.38,,,,,
450,1/22/2015 2:15,2.584,4.141,3.38,,,,,
451,1/22/2015 2:30,2.584,4.141,3.38,,,,,
452,1/22/2015 2:45,2.584,4.115,3.38,,,,,
453,1/22/2015 3:00,2.557,4.115,3.38,,,,,
454,1/22/2015 3:15,2.557,4.115,3.38,,,,,
455,1/22/2015 3:30,2.557,4.115,3.38,,,,,
456,1/22/2015 3:45,2.557,4.115,3.38,,,,,
